status,id,evaluation_id,student_id,school_id,rule_id,alert_type,severity,title,message,risk_score,risk_level,data,acknowledged_by,acknowledged_at,resolved_by,resolved_at,resolution_notes,intervention_id,cooldown_key,created_at,updated_at
acknowledged,8b9ca823-024c-4d6f-af70-7e1ea1a79d10,b00dbb2b-45c3-495f-dd6d-abe10db2d9c3,ab6bc2eb-0064-48a7-7f0c-9a1783bcd064,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_8383,intervention_overdue,urgent,Rapid decline in math performance,sample_text_252,991.71,at_risk,sample_text_8989,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-07-19T22:31:04.864Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-10-12T12:56:29.035Z,sample_text_7733,3e90a57e-4981-458b-1a9c-b59ffc169491,sample_text_4061,2025-07-23T20:59:11.696Z,2025-07-17T19:09:16.494Z
resolved,c10279e1-5026-4d1d-cae0-9e03dc9f1892,1c3027bb-c906-40de-87ce-32f88f5c70ac,3e4e588f-bb13-48f9-ae27-231d699b174f,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_9932,consecutive_absences,info,3+ consecutive absences,sample_text_1572,247.83,at_risk,sample_text_9902,e2e59b60-b37d-4442-b14f-f66ec99cab25,2025-12-22T11:00:22.549Z,f1f1b656-b2d4-47c0-837f-3221be4d02cd,2025-04-18T03:58:33.140Z,sample_text_2887,8445b8d0-fa6a-4454-0ffa-e73de69b3697,sample_text_5058,2026-03-19T09:31:37.365Z,2025-10-22T03:13:24.106Z
acknowledged,5ed59eea-7e2f-4154-4c8e-e1a268c520cf,5f55e5da-8ce9-44f0-5df6-eb69c6351ebe,3e4e588f-bb13-48f9-ae27-231d699b174f,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_1597,attendance_drop,warning,Intervention overdue for review,sample_text_8330,936.71,at_risk,sample_text_2551,b8378524-c3b6-4652-6983-adbddb7aa9dd,2026-01-19T15:47:54.724Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a,2025-05-07T01:39:57.579Z,sample_text_3391,8f80124e-7fab-4583-99a9-6b1f15ac293c,sample_text_429,2026-03-13T22:53:16.295Z,2026-02-20T13:33:48.257Z
in_review,37ef61c8-ad25-4e62-e4f2-0b67308c41a3,4e3a6ab3-04ca-4137-4bcf-1bae5d52b60a,152072c0-f075-4a77-bebe-aaa40d5c36c5,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_2884,trend_warning,warning,Missing assignment rate above 20%,sample_text_4521,72.76,at_risk,sample_text_9872,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2025-09-27T04:04:48.282Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2026-01-02T13:44:11.636Z,sample_text_7873,0f853a45-92cb-4e08-bb3a-9f894364a97f,sample_text_5395,2026-01-18T04:40:24.387Z,2026-02-16T23:55:57.476Z
dismissed,f30395d6-2dcf-4409-922e-61baee6745c7,d497d543-851d-4d27-030f-fef4fcba7b1f,2d6bfb42-752b-4b9d-3444-de223d3aae60,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_9419,rapid_decline,warning,Attendance dropped below 90%,sample_text_9105,22.65,at_risk,sample_text_5803,7d07d517-dedd-404d-c698-f00e2aeb820f,2026-03-10T15:16:00.319Z,e4a45791-4bec-432e-83c4-834772750abf,2025-08-07T01:46:04.240Z,sample_text_5612,6f646e24-7167-4f14-1525-7476ae2c26ef,sample_text_668,2026-01-15T01:17:18.882Z,2025-10-21T20:19:54.355Z
new,748be2c2-1f98-4857-1c5a-f84a020ca72f,70b027fb-fe76-4d5f-5b16-a24df3d3f0ee,f61f2a14-3a64-4170-c4e0-7f394614ec15,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_9653,grade_decline,critical,Attendance dropped below 90%,sample_text_5401,856.19,at_risk,sample_text_7552,faab496b-a78d-4496-aa0f-1f0957801a80,,b941f6ec-4ce0-4310-9221-6be0482727a0,,,239d70c0-edab-4bf4-a388-f3e9c190ee86,sample_text_269,2026-02-08T17:59:44.732Z,2025-10-20T01:28:44.230Z
resolved,63c3d835-0c82-4e0a-fdc6-c7bc2cb2dc75,7a56de0f-fa86-409f-f213-7bf993f18339,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,4ca6797c-e546-4f8b-df90-dbb08907d99e,sample_text_8509,rapid_decline,critical,Grade decline detected,sample_text_1933,409.51,critical,sample_text_444,f1f1b656-b2d4-47c0-837f-3221be4d02cd,2025-06-18T21:24:12.815Z,7d07d517-dedd-404d-c698-f00e2aeb820f,2025-06-19T03:29:41.671Z,sample_text_1282,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,sample_text_6936,2025-04-17T01:03:28.937Z,2025-09-03T17:24:54.010Z
acknowledged,9ffd71af-1b17-4fcd-2015-95824d94d8e5,0cfd3d78-6b2f-4584-1a81-cc3ea05b70a5,c679812d-8719-424c-f810-c17bf20e8d10,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_7215,new_risk_detected,warning,3+ consecutive absences,sample_text_9609,416.57,at_risk,sample_text_7255,e2e59b60-b37d-4442-b14f-f66ec99cab25,2025-05-20T09:42:06.063Z,c99158d6-bd93-42cc-6585-6fedbda473c8,2025-10-24T20:08:44.816Z,sample_text_1603,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,sample_text_1038,2025-10-24T16:31:49.015Z,2025-06-18T12:59:16.682Z
resolved,83726971-1d67-4d61-77ad-28811cf467f2,9fee2838-6786-4850-16bc-4cb206313b59,31e6dcd8-7b5b-4c54-b419-66da1259c0d7,2bd4f3bc-df4b-49c7-997f-c11868da495a,sample_text_7638,threshold_breach,critical,Attendance dropped below 90%,sample_text_1956,978.93,at_risk,sample_text_9381,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,2025-07-23T05:17:17.822Z,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,2025-12-29T23:45:41.679Z,sample_text_9436,1b16683a-98b0-4954-e675-86e26360065f,sample_text_4369,2025-12-12T18:13:06.779Z,2026-03-29T05:40:26.118Z
in_review,68df731a-7ff4-407e-b4a4-95ed78cf55e6,22a0862e-7cdc-466b-91c8-9d08d4ae1303,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,sample_text_275,threshold_breach,warning,Student at risk of chronic absence,sample_text_374,586.7,at_risk,sample_text_2807,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-09-22T23:02:35.394Z,e4a45791-4bec-432e-83c4-834772750abf,2026-01-16T14:45:27.255Z,sample_text_3800,e4e629c5-87d4-4ff9-a454-60a9e53957d8,sample_text_6427,2026-02-25T22:42:08.425Z,2025-09-02T02:19:27.912Z
resolved,e3958341-62c0-44ba-23ea-b1b686df261b,3f4531c3-d950-42a7-248f-e23192b1e1d8,2815d421-fa85-4846-4e67-32f2b052db68,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_4425,chronic_absence,warning,Attendance dropped below 90%,sample_text_3966,560.06,critical,sample_text_8830,f1f1b656-b2d4-47c0-837f-3221be4d02cd,2025-04-30T22:43:12.223Z,367ec86b-33cc-4e1c-99be-6d4f3680b591,2025-05-01T06:25:47.842Z,sample_text_9954,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,sample_text_8696,2025-12-09T04:55:48.416Z,2026-03-11T19:20:45.323Z
acknowledged,6c3145a1-bafd-4c76-ecb7-a11e5e620f11,4c1dad03-b282-419b-dcb2-2d23d4d7151e,cfed3b67-1de3-46ea-e76f-c89d08ec289a,13f8f388-7de1-4383-f922-a0d8a397e76c,sample_text_7637,chronic_absence,warning,Student at risk of chronic absence,sample_text_2395,873.72,critical,sample_text_8462,b68d9d85-277a-4f14-1564-cbb9598388f9,2026-01-10T14:07:32.716Z,a7fdde05-87ad-4532-1887-2448d13ec652,2025-07-02T14:30:30.751Z,sample_text_9115,0fe15401-d8c6-475b-c190-0d88ceee9427,sample_text_7204,2026-03-02T20:43:20.371Z,2026-03-17T18:45:02.395Z
acknowledged,3655a9cb-2031-4f0e-8aa6-f239f8f958bc,b0d8ae14-ce20-447f-a55b-bcb1a275fb58,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,32a1daeb-123e-4dbe-b622-aea59b73722d,sample_text_6638,chronic_absence,info,Behavior incidents increasing,sample_text_8256,534.15,critical,sample_text_8767,234b0627-79ac-4de2-9e5f-3deaab1f438f,2025-12-18T21:41:32.829Z,367ec86b-33cc-4e1c-99be-6d4f3680b591,2025-10-30T12:32:01.907Z,sample_text_7419,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,sample_text_6399,2025-10-22T12:34:35.742Z,2026-01-20T14:06:06.123Z
acknowledged,7a263182-152e-418f-fa11-baa5646e29bc,ff197188-dcb1-45e6-c625-0be54a79c7a6,230051a7-77f6-49c9-6d7a-c1c341da56c9,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,sample_text_7490,consecutive_absences,urgent,Attendance dropped below 90%,sample_text_1473,671.37,critical,sample_text_55,f1f1b656-b2d4-47c0-837f-3221be4d02cd,2025-12-10T19:27:07.305Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,2025-12-29T19:29:55.938Z,sample_text_1386,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,sample_text_457,2026-03-26T06:18:03.008Z,2025-05-18T06:30:29.530Z
new,a4fddd84-a29e-496b-d8b9-86f58288e53e,38baa5a1-dfab-4e46-82ef-708d5692944b,ef30f378-ae06-4200-e466-b63a46dd4365,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,sample_text_7052,consecutive_absences,critical,3+ consecutive absences,sample_text_1457,531.74,critical,sample_text_5179,d686c193-7466-44fb-b1a6-37325154df4c,,5b22fa71-538f-4f40-5599-52754e6eb443,,,e4e629c5-87d4-4ff9-a454-60a9e53957d8,sample_text_1704,2026-01-06T09:17:38.714Z,2026-03-01T02:27:06.128Z
resolved,940428e2-9258-4cbc-939f-20e9df19de60,2ad11393-8c29-4ac1-4639-f401bd74d107,74996144-2438-4454-03fb-d777b4c9db8b,c0b731c7-72d6-4cbc-7d82-0603fe27478a,sample_text_645,rapid_decline,info,Grade decline detected,sample_text_1571,936.47,critical,sample_text_9106,7d07d517-dedd-404d-c698-f00e2aeb820f,2025-05-21T17:01:36.231Z,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,2026-02-22T02:29:29.284Z,sample_text_3890,a9d01c6e-83df-4c25-d0c3-0543543bbe63,sample_text_659,2025-07-04T09:12:29.360Z,2025-08-13T08:14:15.020Z
dismissed,0638d70c-e3ce-4077-b39b-360d188cd8d2,46ba5159-9b6e-40c2-fec5-96fd1018d905,942582d6-df90-465e-0a7c-344463dcc5fc,3f4d6f7d-05f7-4310-de9f-ae93e46984db,sample_text_6771,consecutive_absences,warning,Attendance dropped below 90%,sample_text_2852,874.25,critical,sample_text_8747,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2025-08-14T17:23:51.865Z,9b6a74d9-b351-48c9-fd99-3ea43ff586df,2025-12-21T18:08:52.725Z,sample_text_9477,7278e65a-9c24-4acf-5b35-796f64dbce30,sample_text_9966,2025-07-19T15:52:48.787Z,2025-09-03T21:21:14.289Z
new,ec2d1451-e5d9-4917-9514-d6637fb8b6e3,461d71b4-51f7-485a-b6cb-357b30a799eb,a9f9f807-e129-4f29-9091-c45f8770da1a,7e8192d3-756a-4974-209e-dc1ea1cca26e,sample_text_9881,chronic_absence,warning,Missing assignment rate above 20%,sample_text_3542,136.13,critical,sample_text_509,a7fdde05-87ad-4532-1887-2448d13ec652,,616cd82a-150d-43e4-e90b-50dd3877886b,,,7cd8bff5-4341-4461-ae03-af249bc974f9,sample_text_5302,2026-02-14T07:36:26.322Z,2026-02-04T18:08:19.948Z
resolved,ca58cd68-efb7-415d-36d2-95d367dfe429,6364a4d2-a366-456a-d506-b9afd8dcbba1,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,13f8f388-7de1-4383-f922-a0d8a397e76c,sample_text_7910,intervention_overdue,critical,Rapid decline in math performance,sample_text_2061,18.25,at_risk,sample_text_250,cf7e2aea-c07d-4ed1-1fc0-69c3d64d741c,2025-05-13T16:58:12.363Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2025-10-10T00:53:01.282Z,sample_text_8216,3e90a57e-4981-458b-1a9c-b59ffc169491,sample_text_2205,2026-03-25T06:56:12.580Z,2026-03-12T08:34:34.784Z
in_review,8fb087f2-d735-492d-f1cc-d98bac772811,9bf461f0-4d9e-4a2b-3fbf-150123c16fee,5cca90e9-35ef-4b60-da97-176e79a801fd,c41be56c-1b03-4f83-3798-7ff82c84c273,sample_text_2642,new_risk_detected,critical,Missing assignment rate above 20%,sample_text_84,660.12,critical,sample_text_6873,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-05-09T07:38:36.618Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2026-01-08T01:18:25.634Z,sample_text_5934,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,sample_text_7871,2025-11-06T12:58:27.471Z,2026-03-08T10:57:50.041Z
new,dad9fb91-bef4-4475-5a07-09ed8d4e8af7,c10218c6-292a-4045-4adf-564dd30b3117,c679812d-8719-424c-f810-c17bf20e8d10,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_202,threshold_breach,warning,Rapid decline in math performance,sample_text_2105,378.6,at_risk,sample_text_2876,72571b3c-f6ea-4a2a-2118-2d3a77def4dd,,4983674c-e15e-4015-0eb3-50b01d7810f8,,,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_8822,2026-02-22T19:55:42.187Z,2025-10-30T03:26:57.306Z
acknowledged,b1fb848f-c663-4ea6-1495-9b0be3e3bfb8,ea07acd0-96ec-415c-36fc-2ff6949070f4,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_4819,new_risk_detected,critical,Student at risk of chronic absence,sample_text_5072,623.17,at_risk,sample_text_8726,b8378524-c3b6-4652-6983-adbddb7aa9dd,2026-02-02T16:46:47.431Z,a7fdde05-87ad-4532-1887-2448d13ec652,2025-12-18T05:33:26.026Z,sample_text_5893,7086daf9-3111-437e-3beb-ae91b8ea51fb,sample_text_394,2026-02-11T15:07:20.891Z,2026-03-24T00:31:07.735Z
resolved,33ad345d-7c6b-467d-8a83-38f331678b22,2b2cf788-7880-4693-f45c-1d8fd2812318,a9f9f807-e129-4f29-9091-c45f8770da1a,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_5800,consecutive_absences,warning,Intervention overdue for review,sample_text_1990,945.62,at_risk,sample_text_236,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2025-06-17T13:17:37.041Z,699866f4-eda9-4222-4727-7702d9d050eb,2026-02-13T08:02:19.488Z,sample_text_3614,90bb83ca-2bb7-45da-7fea-80080434dbd5,sample_text_659,2025-12-11T09:19:00.536Z,2025-09-17T23:21:03.036Z
acknowledged,111f41e2-3274-48a4-8e06-ee2122a609dc,9d09d6ae-99a1-4efd-db2a-c77cd06ea491,857fcefe-5faf-4a3c-df5d-917321d0ed26,4c81bc97-321d-48c5-d316-8243b2e8187e,sample_text_9276,consecutive_absences,critical,Intervention overdue for review,sample_text_5138,181.41,at_risk,sample_text_9462,c99158d6-bd93-42cc-6585-6fedbda473c8,2026-03-21T09:26:43.116Z,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-05-16T12:21:49.060Z,sample_text_6935,1b16683a-98b0-4954-e675-86e26360065f,sample_text_9671,2025-08-28T03:27:26.002Z,2026-03-05T12:22:50.580Z
resolved,28b78a79-3540-458f-2a95-178fa73d5003,0aa11967-79d8-47b8-cad6-2ce85f955ac3,63b3d997-8d4b-4027-f32c-5ba74efdff76,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_8014,chronic_absence,urgent,Rapid decline in math performance,sample_text_2960,430.67,critical,sample_text_3190,4b5660c5-6ded-4e88-5938-1722c262ea15,2026-02-02T13:40:21.891Z,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-06-07T13:33:38.811Z,sample_text_2674,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,sample_text_7261,2025-04-25T21:37:46.325Z,2025-10-16T10:23:15.881Z
resolved,2a6dab59-b7f5-4102-ee48-3e6df559c61a,36f9780f-037f-443b-bc8c-6b69ac8d1f0d,3f1eb67e-af2a-4430-00e8-036be32a0239,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_4107,new_risk_detected,warning,Missing assignment rate above 20%,sample_text_1868,645.12,critical,sample_text_4906,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2026-01-20T18:30:09.617Z,b941f6ec-4ce0-4310-9221-6be0482727a0,2025-05-05T01:52:58.220Z,sample_text_6010,1797da59-3197-4d22-4628-5686cdfac972,sample_text_124,2026-03-25T08:58:25.527Z,2025-06-13T00:21:20.606Z
new,4dd972f5-4372-493a-1225-bcfe24483d97,196c6bc1-3402-422f-9e97-9911128b378b,cd807608-c28a-4e54-37b1-20305ffdcd5c,921679af-a07e-442d-b254-00f81e5f665d,sample_text_682,new_risk_detected,critical,Behavior incidents increasing,sample_text_660,146.72,critical,sample_text_5137,8a0aa082-f148-423d-fd6f-c28d86c0215a,,03983122-261d-403c-9284-32860383f137,,,d2bb5682-7c2b-4eb6-8b8c-1743ca39b9ae,sample_text_6060,2025-10-23T01:20:09.740Z,2025-05-16T16:44:49.662Z
dismissed,81c90e2a-7244-45cc-5666-07c260ab87f5,56068236-a830-425e-1056-a6c756f0642e,40dc6875-50a3-4da6-8104-124ea7a529fb,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_9180,consecutive_absences,warning,Rapid decline in math performance,sample_text_2493,105.78,critical,sample_text_1703,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2025-11-24T13:52:00.702Z,699866f4-eda9-4222-4727-7702d9d050eb,2026-03-30T03:14:46.234Z,sample_text_1051,6db61a4b-84a8-461f-cebe-88f07baaac2d,sample_text_1264,2026-01-26T04:22:12.384Z,2025-06-19T06:28:38.726Z
new,4d33cea3-3456-457a-0e69-e2bb5cdadff6,6364a4d2-a366-456a-d506-b9afd8dcbba1,44e91cce-ea65-438a-461a-9f0cf86acc81,baeb778f-0236-4ea0-497b-a0d46e5c6619,sample_text_5559,threshold_breach,urgent,Missing assignment rate above 20%,sample_text_2093,736.98,critical,sample_text_7594,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,,d686c193-7466-44fb-b1a6-37325154df4c,,,1797da59-3197-4d22-4628-5686cdfac972,sample_text_1214,2025-06-18T12:16:01.835Z,2025-08-18T20:09:23.260Z
new,bcf3b44e-09eb-416d-8bce-40e7f5618026,20b9014d-db4b-45c0-07a4-7e121b049d0a,60bb9abd-ad4f-43fe-d09e-d416a48001a5,2e842555-494e-4eac-25b2-d2a4430cc9ed,sample_text_3647,threshold_breach,critical,Rapid decline in math performance,sample_text_7537,694.63,at_risk,sample_text_6631,d686c193-7466-44fb-b1a6-37325154df4c,,4b5660c5-6ded-4e88-5938-1722c262ea15,,,8445b8d0-fa6a-4454-0ffa-e73de69b3697,sample_text_3855,2025-06-09T04:58:56.462Z,2025-12-23T09:11:20.349Z
resolved,1d6cf6aa-be8a-48dc-a020-b38893c7885e,40d73821-cdd8-49b7-0464-9b2c83399067,40dc6875-50a3-4da6-8104-124ea7a529fb,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_4568,threshold_breach,warning,Intervention overdue for review,sample_text_1704,214.55,critical,sample_text_5583,59b39d5f-196d-4a89-1b1d-30029759628a,2025-09-27T10:12:45.353Z,af45888d-3cda-415b-1d81-91022a417bde,2025-10-08T08:21:57.312Z,sample_text_561,81bdd85f-842c-462f-80f2-77e9a08b68bb,sample_text_4343,2025-05-18T00:41:30.340Z,2025-07-26T15:12:20.701Z
new,ddf6cc1d-a5aa-4fb5-a67c-53e477c1e25f,0dcd1a17-636e-42aa-cd76-eb8645c7f9f9,ab6bc2eb-0064-48a7-7f0c-9a1783bcd064,a41d4030-6171-4181-a953-5d0104c592fd,sample_text_7185,new_risk_detected,warning,New student identified as at-risk,sample_text_4357,401.71,at_risk,sample_text_9510,e2e59b60-b37d-4442-b14f-f66ec99cab25,,b8378524-c3b6-4652-6983-adbddb7aa9dd,,,53916321-ba31-43c5-4662-702e1f8fc3b9,sample_text_4775,2025-09-19T00:31:22.396Z,2025-10-16T08:24:38.105Z
acknowledged,0cabeeef-0ba2-473e-a65c-7f083e6f3b18,7e5a1f76-768f-4abd-1362-35434291d9e7,4459d0bc-ac12-45e0-2241-37b73184e150,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,sample_text_3775,rapid_decline,info,New student identified as at-risk,sample_text_5015,808.66,critical,sample_text_3331,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-09-30T23:53:37.717Z,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2026-01-24T23:10:51.974Z,sample_text_4919,0f853a45-92cb-4e08-bb3a-9f894364a97f,sample_text_362,2026-01-26T22:14:19.398Z,2026-01-28T10:53:14.469Z
resolved,f5073505-8cab-42bd-fe08-eb97223b9e4d,26417159-f121-48d5-4ddf-62bcca09e499,ef30f378-ae06-4200-e466-b63a46dd4365,76fb7096-3d5c-4180-3013-e7a55c8b02bb,sample_text_5539,trend_warning,critical,Intervention overdue for review,sample_text_135,552.05,critical,sample_text_3383,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,2025-04-22T02:31:45.752Z,367ec86b-33cc-4e1c-99be-6d4f3680b591,2025-09-30T21:57:32.215Z,sample_text_7461,35da515d-35a2-4861-590b-fb685b51a2fd,sample_text_6248,2025-11-07T17:40:48.555Z,2025-12-14T01:12:30.146Z
acknowledged,c55830a9-3e6c-4508-d861-b608c7669912,7856bf50-579d-4fd3-c24c-1b41e5151478,f61f2a14-3a64-4170-c4e0-7f394614ec15,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_7276,intervention_overdue,critical,Student at risk of chronic absence,sample_text_5503,439.73,at_risk,sample_text_9215,cb8fa579-1a0f-4b56-d0df-17115e069361,2025-10-26T05:45:56.425Z,5b22fa71-538f-4f40-5599-52754e6eb443,2026-01-19T00:59:21.466Z,sample_text_3823,3e90a57e-4981-458b-1a9c-b59ffc169491,sample_text_4569,2025-07-06T03:39:10.298Z,2025-11-15T18:43:18.499Z
acknowledged,79017938-237b-49a7-535e-154f78e1f8d4,5baabdca-df59-49d7-4a26-081d8f60e168,72ea06ea-6647-4b34-faa9-4b6acc59b996,521d1584-627e-495f-893e-82a12f5344be,sample_text_693,rapid_decline,urgent,Student at risk of chronic absence,sample_text_6044,997.48,critical,sample_text_1708,760e9861-7716-4fc7-6676-f5213f248cda,2026-04-03T06:22:39.853Z,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,2025-11-07T12:11:48.597Z,sample_text_7355,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,sample_text_2723,2026-02-18T02:40:44.710Z,2025-05-26T22:25:24.425Z
resolved,4be365c7-4b3c-4442-2e8a-bd349b8804a8,3e2af6d3-1669-444e-a3f5-b49f8fb2bf72,8ec11999-7a20-466e-84f7-f134e29d20eb,2a4e5e57-fab3-47be-aa17-438ff8cedd26,sample_text_3884,grade_decline,warning,Student at risk of chronic absence,sample_text_848,179.13,critical,sample_text_4457,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-04-25T06:45:38.620Z,af45888d-3cda-415b-1d81-91022a417bde,2025-10-22T18:43:40.527Z,sample_text_632,f9139713-caa6-44fc-57f8-54d13d1981b1,sample_text_465,2026-04-04T01:28:14.906Z,2025-08-07T22:59:04.202Z
acknowledged,d24b7134-cdd2-442b-45e9-324533e98b67,370036f0-6017-422a-8826-b354fba841e7,0519f110-4080-47f1-0e4d-53c0e3b18659,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_677,consecutive_absences,warning,Grade decline detected,sample_text_4068,132.77,at_risk,sample_text_428,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-12-05T08:04:43.055Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,2025-11-11T22:23:19.051Z,sample_text_4313,7b01d302-0a70-4c31-f833-da69c718f73d,sample_text_42,2025-04-25T22:29:30.988Z,2025-11-16T03:24:26.347Z
resolved,1eac3b3d-da09-466f-568d-723cc7a38cd1,1ace866a-ef76-4e9b-2678-d9620bbeaea6,8896db36-2d61-437b-b2c1-dc033ac04606,aed83b90-feeb-480d-e57c-176768104c81,sample_text_2677,threshold_breach,warning,Attendance dropped below 90%,sample_text_1630,846.05,at_risk,sample_text_3227,b941f6ec-4ce0-4310-9221-6be0482727a0,2025-08-14T13:53:39.531Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-11-10T04:48:11.591Z,sample_text_8496,a9d01c6e-83df-4c25-d0c3-0543543bbe63,sample_text_571,2026-03-31T19:20:19.686Z,2025-08-22T19:37:55.271Z
new,ee5f84b6-b25b-42d8-0245-641f055282d3,9bf461f0-4d9e-4a2b-3fbf-150123c16fee,d914d5ce-2aec-454b-3d59-d028d03124f6,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_4599,grade_decline,warning,Rapid decline in math performance,sample_text_8817,303.67,critical,sample_text_4433,f1f1b656-b2d4-47c0-837f-3221be4d02cd,,65b719d4-a6d4-4c9f-1165-ea0ebe168811,,,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,sample_text_9160,2025-06-25T03:44:22.586Z,2026-03-07T15:53:26.730Z
resolved,15099687-b51e-43c4-2ff6-43ea0c2ab72f,7e5a1f76-768f-4abd-1362-35434291d9e7,a9f9f807-e129-4f29-9091-c45f8770da1a,73370ee3-24e1-494c-b530-e79710873eeb,sample_text_5524,rapid_decline,warning,New student identified as at-risk,sample_text_2975,391.05,at_risk,sample_text_6114,7d07d517-dedd-404d-c698-f00e2aeb820f,2025-07-20T01:48:36.885Z,7a4c360c-bb74-4deb-f15e-c8b948e7a622,2026-02-20T10:28:57.276Z,sample_text_9248,9fb97d7d-c648-45dd-decd-8fba34ef4c41,sample_text_3641,2026-01-02T15:48:10.369Z,2025-05-02T01:03:47.322Z
dismissed,91929edb-bd2e-45d9-d562-da4542564a15,ba155be0-5a7a-456e-d27e-918de14653a3,40dc6875-50a3-4da6-8104-124ea7a529fb,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_5796,chronic_absence,warning,Behavior incidents increasing,sample_text_2957,736.27,critical,sample_text_597,234b0627-79ac-4de2-9e5f-3deaab1f438f,2026-04-09T18:59:18.724Z,d1707a15-e071-4bbb-65ff-4dfa7f902567,2025-09-26T13:18:04.286Z,sample_text_6643,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,sample_text_4284,2025-06-21T05:15:30.986Z,2025-07-18T05:13:55.779Z
acknowledged,05819bd9-f4aa-4902-93b5-ec5b4e460d0d,2aea477a-e481-499d-3646-8e78012420c5,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_5852,consecutive_absences,urgent,Grade decline detected,sample_text_2457,876.9,at_risk,sample_text_2622,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-08-07T06:10:35.895Z,4b5660c5-6ded-4e88-5938-1722c262ea15,2025-12-02T04:25:01.603Z,sample_text_1691,7086daf9-3111-437e-3beb-ae91b8ea51fb,sample_text_2742,2026-03-05T23:55:36.611Z,2025-10-08T18:28:33.189Z
