id,intervention_id,school_id,student_id,planned_sessions_per_week,planned_minutes_per_session,planned_total_weeks,planned_total_sessions,planned_total_minutes,actual_sessions_completed,actual_sessions_partial,actual_sessions_cancelled,actual_sessions_no_show,actual_total_minutes,session_completion_rate,dosage_compliance_rate,attendance_rate,average_fidelity_score,fidelity_trend,weeks_elapsed,sessions_behind_schedule,minutes_behind_schedule,on_track,average_engagement_rate,dosage_status,inference_flags,first_session_date,last_session_date,next_session_date,computed_at,created_at,updated_at
c7bb8434-ce9d-4286-31b7-98b772be59c0,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,7cc152ca-2334-4efd-8c58-4327009bcdb6,4335fda9-afa6-493e-0026-1aa0263939a5,303.9,486,993,850,456,91,194,759,882,698,32.05,23.18,33.79,182.44,stable,188,896,755,false,80.61,discontinued,sample_text_1189,2025-07-11T16:01:22.405Z,2026-01-06T16:54:27.866Z,2025-05-23T03:07:10.538Z,2025-07-04T00:07:11.739Z,2025-08-24T01:45:22.695Z,2026-01-17T11:07:35.490Z
72448252-ab15-4f8c-68d5-b4817dd9e2cb,e4e629c5-87d4-4ff9-a454-60a9e53957d8,13905047-dc05-4f11-21d1-ceb2ff2a4ead,0519f110-4080-47f1-0e4d-53c0e3b18659,695.77,45,159,781,340,722,796,640,930,770,40.71,96.48,35.91,302.74,stable,259,322,108,false,91.86,completed,sample_text_5665,2025-07-24T01:51:10.433Z,2026-03-18T09:20:18.983Z,2026-01-05T15:36:35.719Z,2025-09-17T12:15:15.998Z,2025-04-19T10:58:31.633Z,2025-11-05T03:54:11.616Z
601f1fed-d797-4e2e-3d6c-64be74c1f893,e4ebc728-43de-4dc6-8cfd-0a6e04ab4faf,2e858920-a13b-46d3-3f94-8050bb03f098,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,105.08,709,637,368,636,416,893,603,580,651,42.78,9.2,87.78,743.56,stable,725,440,565,false,51.11,completed,sample_text_8464,2025-12-18T04:26:10.254Z,2025-04-23T12:08:33.542Z,2025-08-20T06:25:06.297Z,2025-05-08T04:04:56.504Z,2026-04-09T09:12:26.072Z,2025-05-12T10:53:49.375Z
17db3ae9-39ea-49b2-3aa6-8707a3589a6d,e3365cd7-81d6-41a6-c786-86fd08bb2298,545d1106-2b34-4e12-24da-7673253ca1d7,4459d0bc-ac12-45e0-2241-37b73184e150,294.23,684,395,404,995,17,311,605,118,953,83.73,44.39,24.99,214.85,improving,418,20,58,false,74.71,completed,sample_text_9902,2025-10-27T07:33:32.222Z,2025-05-04T16:14:39.129Z,2026-03-26T04:42:06.410Z,2025-06-29T00:34:10.647Z,2025-09-14T03:11:50.490Z,2026-01-17T02:56:40.635Z
ef4aa9a9-fa7c-4387-6add-5ca0049f7eda,2816ccd1-fce4-4fb5-0fbb-dfb23ed54240,59faa8f0-e266-467f-aa62-7fd97008cad7,942582d6-df90-465e-0a7c-344463dcc5fc,489.72,801,939,172,783,267,682,480,489,854,60.82,9.77,70.83,859.59,improving,549,825,416,true,2.62,completed,sample_text_8288,2025-05-26T09:34:03.691Z,2025-05-24T19:03:52.780Z,2025-05-11T23:40:57.774Z,2026-02-11T13:59:31.398Z,2025-11-11T04:44:32.038Z,2025-08-25T11:14:52.294Z
40a2cdf9-9e63-4f73-fe16-bc24c20d3ac4,ec3dd584-9571-48a4-dbfd-905d9bdad20d,545d1106-2b34-4e12-24da-7673253ca1d7,2815d421-fa85-4846-4e67-32f2b052db68,522.9,215,128,31,259,21,43,845,762,301,31.12,91.87,2.19,739.75,improving,650,552,711,false,69.83,critical,sample_text_1797,2025-05-30T22:49:44.609Z,2025-07-04T13:30:31.467Z,2026-02-22T04:30:00.605Z,2025-07-25T06:03:34.478Z,2026-03-16T22:59:27.920Z,2025-10-16T13:58:15.555Z
13c6c73b-c9e2-4ec0-a5c5-04704c9b6d58,ec1ba003-ffce-4ac3-4d22-9142d9c5f0ee,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,73e655b7-927f-4010-5d38-ed87d5958465,351.93,403,32,255,207,881,495,658,130,13,23.11,2.97,7.08,676.28,declining,499,715,779,false,98.38,not_started,sample_text_1831,2026-03-18T16:46:19.510Z,2025-06-03T18:46:12.890Z,2025-05-12T10:07:00.736Z,2026-02-23T04:09:18.799Z,2025-11-05T16:06:25.181Z,2026-01-26T18:01:46.866Z
b6ef4310-aba5-40dd-563e-d234181f9ca9,db0d14ad-557f-4320-7a13-8a2d95908763,32a1daeb-123e-4dbe-b622-aea59b73722d,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,124.45,170,84,857,311,738,294,860,549,576,22.25,64.33,99.91,871.78,stable,385,483,628,true,94.09,discontinued,sample_text_2569,2025-06-07T05:00:29.820Z,2025-07-31T01:43:56.606Z,2025-07-25T18:39:03.639Z,2025-09-16T18:17:05.174Z,2025-05-01T07:03:35.734Z,2025-07-21T23:45:18.803Z
69dc3e73-5888-4983-0737-adcefdbe97ac,e3365cd7-81d6-41a6-c786-86fd08bb2298,615ffcad-04ca-4584-4505-45cbefd50d58,8e053e88-8c6b-4a2d-0248-e26f6841348e,83.16,610,938,298,444,490,493,235,807,803,57.13,26.78,6.29,257.4,declining,941,407,293,true,90.3,not_started,sample_text_4224,2025-07-16T14:53:02.580Z,2026-04-01T04:01:33.302Z,2025-06-02T13:35:00.047Z,2026-03-28T07:09:41.401Z,2025-12-29T10:44:54.566Z,2025-09-05T06:53:19.352Z
9f936d28-5d79-43ef-c4ec-e82a77e071c9,90bb83ca-2bb7-45da-7fea-80080434dbd5,f3e56a9d-701d-4138-17b4-468168466ac1,824fd656-898c-4a31-aa57-ef6e1d6c346d,201.46,810,518,901,338,624,198,345,564,96,53.02,68.75,96.96,168.41,improving,912,253,691,true,3.22,discontinued,sample_text_7952,2025-04-26T16:28:35.453Z,2025-05-29T18:22:56.110Z,2025-06-27T11:04:42.431Z,2026-02-27T09:34:34.030Z,2025-07-30T13:29:43.081Z,2025-12-11T14:09:28.953Z
11eb68fd-eaca-4b1a-fe86-68586b1fb7e7,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,930d6afd-4225-4c87-6245-39cb7a7a0d26,8ec11999-7a20-466e-84f7-f134e29d20eb,218.28,281,58,281,858,169,89,607,83,752,86.36,72.4,1.92,669.05,improving,491,237,234,true,19.39,not_started,sample_text_7831,2025-04-23T20:14:53.551Z,2025-05-03T07:36:55.916Z,2026-02-21T16:53:54.176Z,2025-08-11T11:39:19.344Z,2025-06-28T16:35:36.249Z,2025-06-20T12:42:55.723Z
effb858b-e64e-491b-4749-917c7847902c,02921be7-21ab-4274-eb8c-fd17367ef932,59faa8f0-e266-467f-aa62-7fd97008cad7,9a9475d1-a832-46dc-d803-59feef06073e,441.98,239,416,582,822,772,958,402,275,168,32.29,49.22,53.85,363.42,declining,598,71,535,true,21.41,critical,sample_text_4953,2025-05-12T01:07:05.179Z,2025-11-12T02:37:02.358Z,2025-05-15T14:41:42.798Z,2025-08-26T19:13:27.463Z,2025-12-04T00:31:33.024Z,2025-08-23T17:52:08.716Z
f126acb2-6058-4234-04ed-735e9b9be76f,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,2de16969-104d-43a0-bfd9-fe690d9d6eac,685.74,23,896,997,766,642,989,928,785,213,54.1,65.8,0.44,373.46,stable,135,37,188,true,89.5,on_track,sample_text_4079,2025-11-21T15:30:21.267Z,2026-01-25T20:12:39.189Z,2025-08-01T15:18:12.546Z,2025-06-16T11:36:58.158Z,2026-01-24T13:48:50.686Z,2025-08-17T22:53:38.927Z
ddd9d4cc-cfb3-4126-b5f0-06d63ec64746,4298b1e0-3106-4cb3-2217-06e177b7279a,7e8192d3-756a-4974-209e-dc1ea1cca26e,152072c0-f075-4a77-bebe-aaa40d5c36c5,861.84,86,195,259,937,728,726,59,744,805,75.24,64.07,40.23,685.72,declining,395,803,847,false,98.47,discontinued,sample_text_8942,2026-04-01T15:27:22.097Z,2025-12-09T20:49:01.336Z,2025-12-01T17:09:34.318Z,2025-09-17T23:07:24.243Z,2026-01-13T09:07:56.436Z,2025-06-21T17:28:45.306Z
e9ec381c-c9fa-4ce3-e17b-be49716e9d49,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,820e0d69-1dec-4fa2-7dff-4973e37417e7,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,365.46,458,101,609,276,550,305,284,17,847,70.77,41.43,40.71,201.7,improving,40,237,992,true,40.89,on_track,sample_text_343,2026-01-05T16:33:47.110Z,2025-12-29T05:18:15.470Z,2026-02-22T22:37:58.781Z,2025-07-22T03:59:53.333Z,2026-04-03T00:41:41.789Z,2025-07-11T11:02:51.730Z
4b58b5a5-61ca-4384-ba31-8fe80ea61dc8,7b01d302-0a70-4c31-f833-da69c718f73d,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,2f04b13c-c50c-4de2-5f7d-f7ef75d312f1,471.43,96,982,588,380,263,222,710,412,754,34.98,86.15,83.26,202.32,stable,929,353,164,true,87.81,on_track,sample_text_3186,2025-09-13T13:04:12.187Z,2025-06-10T16:54:50.216Z,2025-07-08T13:23:36.940Z,2025-07-05T01:47:23.311Z,2026-02-06T08:22:27.410Z,2025-10-03T20:41:30.052Z
da65e9a2-5118-48f9-82ed-e1ba8ab9a2d9,ec23acc1-d133-44fb-ce18-66435eb26d60,545d1106-2b34-4e12-24da-7673253ca1d7,c679812d-8719-424c-f810-c17bf20e8d10,793.86,433,600,621,79,5,183,325,185,251,27.93,10.23,31.99,551.19,declining,189,357,74,false,35.99,completed,sample_text_6240,2025-09-04T10:57:45.612Z,2025-04-24T16:54:27.850Z,2025-11-09T11:36:05.955Z,2026-02-17T06:10:41.726Z,2026-04-03T19:54:16.883Z,2025-09-22T23:51:21.411Z
1354d037-da98-4faf-f3d3-da23dcfa4129,9fb97d7d-c648-45dd-decd-8fba34ef4c41,3a19d003-2447-4c77-d435-69866c42a3e8,3aaad658-14e8-4861-52c9-2341f1d4e7da,508.1,815,967,968,681,771,140,746,362,655,10.68,25.47,75.13,651.82,improving,23,628,896,true,91.54,on_track,sample_text_4527,2025-12-21T00:16:28.435Z,2025-07-20T03:19:59.578Z,2026-04-11T13:03:28.257Z,2025-10-13T23:34:55.207Z,2026-04-03T04:50:19.597Z,2026-03-18T01:29:30.237Z
1272a1e8-0d40-4471-3012-c6ea46b9cbf3,ff7b5b59-28e3-4c72-312f-ad72de847623,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,72ea06ea-6647-4b34-faa9-4b6acc59b996,525.8,804,240,764,755,631,132,955,31,180,72.58,70.88,18.8,199.8,declining,517,319,686,false,46.94,discontinued,sample_text_4017,2025-09-21T19:38:02.620Z,2025-05-25T15:10:41.522Z,2025-08-18T19:39:21.021Z,2025-08-25T20:01:52.447Z,2025-08-04T15:06:51.254Z,2025-12-13T17:45:39.112Z
74f4cc03-f039-46e4-aa30-f013c62da55f,6db61a4b-84a8-461f-cebe-88f07baaac2d,94519cc1-bdc7-4549-769e-8964efcea7c6,7b4e9cee-f4ce-4983-6f42-9424ff347d5a,182.68,373,894,809,173,301,816,837,739,812,99.99,13.89,63.23,253.48,stable,339,352,240,true,46.1,completed,sample_text_3041,2025-10-26T20:00:16.763Z,2026-02-12T23:19:34.943Z,2025-07-09T12:53:00.222Z,2025-06-26T02:35:30.800Z,2025-11-24T19:48:35.824Z,2025-09-24T17:55:37.793Z
19bca860-2148-4f4e-beb9-99aae2802397,7278e65a-9c24-4acf-5b35-796f64dbce30,921679af-a07e-442d-b254-00f81e5f665d,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,167.48,72,179,792,826,345,795,434,298,264,36.14,45.63,91.5,217.41,declining,252,780,541,true,27.86,completed,sample_text_8147,2025-05-18T14:18:27.187Z,2025-04-26T10:34:01.663Z,2025-11-17T21:15:57.784Z,2026-02-11T13:57:28.854Z,2025-10-20T00:41:45.077Z,2026-01-16T16:05:25.504Z
25795ed5-3e6c-44de-a253-d2ae01cf9e32,0660e705-3f95-4fd9-a41a-321262e51eb3,5eca5363-069f-462b-ef13-7dba299c99d9,5354d00b-34f0-4a88-58d4-8decde6ce2ee,868.28,244,410,647,210,240,495,35,193,641,32.28,81.73,12.38,857.99,improving,62,941,724,true,47.09,completed,sample_text_9964,2025-04-25T17:21:21.433Z,2025-11-09T18:22:58.039Z,2026-02-20T16:02:38.565Z,2025-10-02T03:47:47.383Z,2025-08-02T15:14:50.807Z,2026-01-05T02:38:48.385Z
41032a46-18b3-47a4-2c99-b5be6f0da1f1,9fb97d7d-c648-45dd-decd-8fba34ef4c41,e112e16e-d7d4-47de-a1f6-038db1f702ae,cd807608-c28a-4e54-37b1-20305ffdcd5c,796.08,519,252,161,535,69,148,722,874,25,72.26,63.73,96.4,80.85,declining,432,5,419,true,56.04,completed,sample_text_7677,2026-03-27T02:55:18.692Z,2026-01-19T09:39:27.631Z,2025-07-27T19:38:02.013Z,2025-04-14T10:45:30.255Z,2025-11-02T06:45:49.505Z,2025-04-14T07:48:41.299Z
b0aa166c-c1e9-49b8-3fb4-b04990a7ba86,9bc1579d-9568-426b-e472-0da17f977ab5,e394ca10-b5a0-45cc-8730-3524aff8641a,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,586.48,498,423,408,524,477,791,513,32,249,4.76,81.98,81.29,524.3,declining,920,585,358,true,38.92,behind,sample_text_3338,2025-06-18T11:31:09.134Z,2025-06-20T12:52:06.027Z,2025-12-06T01:44:28.275Z,2026-02-19T06:13:42.372Z,2025-09-18T00:18:18.649Z,2025-11-29T00:33:28.042Z
f8970625-1252-4811-0899-099a42a4c242,b99d9240-0c15-492c-bcb5-5dab6f5707ac,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,56.88,906,765,511,109,2,952,960,109,858,61.22,29.58,83.43,982.41,improving,424,34,106,false,35.1,completed,sample_text_1195,2025-12-22T00:45:49.622Z,2025-10-17T01:57:35.775Z,2025-05-18T14:30:11.501Z,2025-05-24T21:14:24.916Z,2025-06-25T07:51:09.911Z,2025-09-08T02:54:31.042Z
2331ed23-fc34-40f0-2681-2af56cdda8ff,8445b8d0-fa6a-4454-0ffa-e73de69b3697,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,3e4e588f-bb13-48f9-ae27-231d699b174f,259.55,19,90,165,575,311,829,371,885,745,23.03,79.56,5.76,766.85,improving,372,21,114,true,83.08,completed,sample_text_9408,2025-04-28T07:02:54.398Z,2026-03-17T02:04:08.477Z,2025-12-12T17:47:47.502Z,2025-08-29T10:01:00.315Z,2025-12-09T14:56:35.170Z,2025-07-05T18:34:08.235Z
50336ffc-7dc9-4cd4-0804-70bf1cdbc6f2,36a2bd98-8d6a-422c-04cc-be071c7128f3,219980cb-3f77-4414-faeb-5f70b1472a36,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,542.28,107,543,344,539,278,219,189,332,953,67.91,48.27,65.17,231.68,improving,467,364,434,false,70.83,on_track,sample_text_9087,2025-05-13T11:31:14.102Z,2025-09-10T23:03:36.577Z,2025-08-25T06:59:55.427Z,2025-09-12T14:17:59.020Z,2026-04-09T02:23:28.828Z,2025-07-03T09:28:19.151Z
1dd1fd31-d244-41ed-6111-5954b3a8f2a6,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,e394ca10-b5a0-45cc-8730-3524aff8641a,ef30f378-ae06-4200-e466-b63a46dd4365,841.51,343,629,350,121,754,757,851,760,940,27.04,29.79,90.27,204.35,improving,922,410,355,true,32.91,on_track,sample_text_3168,2025-10-29T23:20:29.091Z,2025-06-05T16:07:37.647Z,2025-07-14T04:18:02.193Z,2025-07-24T06:42:06.472Z,2026-04-07T18:36:47.673Z,2025-08-15T06:48:14.793Z
ec1a2acc-28d7-4172-e672-bb1908a0cc46,6fb8d879-d8bc-47e9-d75c-868c65e4b80e,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,857fcefe-5faf-4a3c-df5d-917321d0ed26,84.72,264,568,463,498,933,593,876,505,288,97.28,55.97,94.34,437.23,stable,814,749,183,true,67.54,behind,sample_text_6823,2025-08-28T16:43:48.732Z,2025-12-18T19:46:48.060Z,2025-08-03T09:18:16.527Z,2025-11-16T10:00:10.667Z,2025-04-18T23:27:06.772Z,2026-04-11T19:58:42.966Z
b7d81daf-b02d-4ac8-4592-b853a43d17a1,a70b1f5f-95d9-4a6b-0910-a715243975f7,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,74996144-2438-4454-03fb-d777b4c9db8b,822.94,719,421,95,247,320,668,691,941,799,69.41,32.17,4.56,755.42,declining,613,325,531,true,16.14,completed,sample_text_1490,2025-06-01T17:25:23.306Z,2025-08-05T04:53:56.380Z,2026-01-23T02:45:17.145Z,2025-09-11T09:01:08.044Z,2026-01-04T12:13:07.064Z,2025-05-15T19:42:32.341Z
7bb7fd88-4e79-4637-26a0-fd360c5ae34d,5b87189e-f2c1-4df6-c8e6-85342cf1a109,2bd4f3bc-df4b-49c7-997f-c11868da495a,72ea06ea-6647-4b34-faa9-4b6acc59b996,882.06,935,618,630,679,990,382,400,878,462,51.58,58.26,59.59,218.48,stable,805,240,251,false,38.76,on_track,sample_text_4171,2025-12-05T02:40:00.992Z,2025-07-06T23:06:02.532Z,2025-09-23T21:21:29.350Z,2025-09-21T13:46:18.573Z,2025-08-20T21:22:37.088Z,2025-05-05T23:50:55.780Z
19c19af4-d95f-478a-d05a-93c19e51a00d,81bdd85f-842c-462f-80f2-77e9a08b68bb,c0b731c7-72d6-4cbc-7d82-0603fe27478a,2d6bfb42-752b-4b9d-3444-de223d3aae60,318.22,825,417,57,700,872,223,623,352,991,83.11,23.71,32.86,557.01,stable,779,54,620,false,78.79,completed,sample_text_4209,2025-09-01T10:24:10.035Z,2025-07-24T08:27:43.150Z,2025-11-25T01:29:42.366Z,2025-12-27T14:02:24.107Z,2026-01-06T23:33:43.386Z,2025-12-01T01:38:58.851Z
13aabc00-446b-498e-f019-2836ad1c9ee5,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,7cc152ca-2334-4efd-8c58-4327009bcdb6,49c0f8d8-fcc1-4c41-a548-3ff914a66692,595.98,991,165,172,497,289,506,932,503,828,84.65,83.21,82.05,920.43,improving,713,88,387,false,25.26,on_track,sample_text_3760,2025-08-04T05:34:40.542Z,2025-11-22T08:36:42.876Z,2025-04-29T17:41:43.421Z,2026-03-09T04:44:41.762Z,2025-08-10T21:21:45.270Z,2026-01-12T18:44:03.697Z
291b13e6-91c6-4b0b-34c3-11e5e9d598be,7086daf9-3111-437e-3beb-ae91b8ea51fb,e536d26c-1212-499f-3401-979cc6978147,f61f2a14-3a64-4170-c4e0-7f394614ec15,69.3,487,362,346,782,963,778,12,204,261,95.41,81.93,27.18,655.36,declining,651,968,459,false,25.38,completed,sample_text_1331,2025-09-17T06:05:51.373Z,2025-09-06T03:43:51.723Z,2026-02-09T12:12:26.485Z,2025-05-16T03:32:04.654Z,2026-01-26T07:33:44.754Z,2025-12-04T10:24:11.331Z
35326c6b-10a4-4983-9084-6fc580ba568b,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,94519cc1-bdc7-4549-769e-8964efcea7c6,cd807608-c28a-4e54-37b1-20305ffdcd5c,907.72,55,398,110,521,759,112,889,799,472,29.38,25.76,88.94,704.31,declining,457,765,532,true,92.03,behind,sample_text_8927,2026-03-06T00:05:10.002Z,2026-04-01T16:58:10.360Z,2026-04-06T20:59:06.791Z,2026-01-13T20:55:07.569Z,2025-09-03T10:30:07.534Z,2025-11-05T09:59:25.930Z
5256ff17-1359-429a-cbb3-61439c75a6bb,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,837a9baf-7fed-4fe4-630e-eeaf60164bcb,7e33c19d-304d-44cf-6308-c84646b5b9b6,920.65,490,763,912,549,500,775,771,793,950,98.55,16.76,28.79,60.67,declining,784,484,645,true,62.46,completed,sample_text_923,2026-01-15T22:00:06.693Z,2025-10-31T13:21:48.270Z,2025-06-24T01:37:39.396Z,2025-10-29T06:47:58.738Z,2025-12-21T02:38:06.374Z,2026-01-27T23:41:48.802Z
53f55e0b-2736-4978-eb1a-8b83399d32db,6f646e24-7167-4f14-1525-7476ae2c26ef,b1160aa4-615e-46be-c33f-53b664f1618f,afb57115-93e2-41e4-19fb-726afc7dc847,645.68,1,335,611,348,6,613,660,357,314,25.73,9.08,34.6,750.56,improving,651,313,132,true,61.97,behind,sample_text_6497,2025-04-15T12:27:35.786Z,2026-02-24T12:36:35.124Z,2025-06-28T08:50:53.555Z,2025-09-30T13:40:09.910Z,2025-12-04T14:58:12.804Z,2026-01-23T19:31:22.881Z
1939a8af-68c9-40ef-f9a8-c4abb41d7cce,e4e629c5-87d4-4ff9-a454-60a9e53957d8,a41d4030-6171-4181-a953-5d0104c592fd,a9f9f807-e129-4f29-9091-c45f8770da1a,885.48,347,311,238,434,224,190,960,713,698,79.6,53.03,10.08,414.8,declining,205,184,498,false,41.79,completed,sample_text_464,2026-01-31T18:34:20.234Z,2025-08-25T04:30:56.582Z,2025-07-24T21:27:40.332Z,2026-02-03T02:22:53.827Z,2026-03-16T07:15:59.065Z,2026-02-10T05:49:16.182Z
af073856-6abe-4bb5-6dc3-ce7f681116b7,7cd8bff5-4341-4461-ae03-af249bc974f9,930d6afd-4225-4c87-6245-39cb7a7a0d26,ca649c96-10ee-4d76-dcea-e4beca9603df,423.57,397,156,567,56,239,572,185,159,692,11.33,79.01,42.06,364.37,improving,819,308,379,false,83.96,not_started,sample_text_1170,2025-06-01T17:54:02.965Z,2026-01-12T21:14:20.629Z,2025-08-07T20:02:20.110Z,2026-02-14T03:00:18.775Z,2025-05-20T21:23:26.280Z,2025-11-14T22:23:16.423Z
f4d21bb7-4fe9-4ce4-ce11-0455c846bcd5,e4ebc728-43de-4dc6-8cfd-0a6e04ab4faf,661bcb95-f84e-4871-e1c4-675bf8171439,6ca9565d-394f-4984-5af6-b337411ec843,279.58,983,926,455,75,331,960,990,268,541,59.37,14.15,79.08,132.91,declining,775,565,162,false,11.46,on_track,sample_text_336,2026-02-15T19:06:20.021Z,2025-04-12T06:52:48.862Z,2026-02-03T02:17:12.936Z,2026-01-01T03:50:17.154Z,2025-09-20T10:57:09.515Z,2026-01-14T08:23:59.234Z
ef55366a-8f4f-4389-adbd-bde0e5f3a6f2,6d2954e1-a294-4f4c-a73e-cd9374c16466,7e8192d3-756a-4974-209e-dc1ea1cca26e,40dc6875-50a3-4da6-8104-124ea7a529fb,226.29,977,54,126,69,236,474,41,95,181,20.96,53.14,51.68,485.92,declining,830,91,19,false,40.24,discontinued,sample_text_6962,2025-11-13T18:31:49.570Z,2025-09-07T16:29:36.593Z,2025-08-04T23:23:48.264Z,2025-05-12T14:28:54.677Z,2025-12-14T22:17:29.234Z,2026-03-23T09:30:39.551Z
c3f4dfac-b22b-4a66-42ae-dee9e07d4a56,db0d14ad-557f-4320-7a13-8a2d95908763,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,939.57,754,546,764,351,423,363,767,773,245,70.22,93.11,16.32,164.68,improving,901,865,767,true,82.97,on_track,sample_text_5985,2026-03-27T00:11:30.274Z,2025-07-31T03:48:11.449Z,2025-09-04T09:05:09.874Z,2025-05-22T08:30:02.927Z,2026-01-23T04:39:49.142Z,2025-09-05T12:08:20.690Z
4517bcf5-265a-4cc8-2546-1c1d690a256c,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,5eca5363-069f-462b-ef13-7dba299c99d9,ca649c96-10ee-4d76-dcea-e4beca9603df,32.29,114,494,805,618,992,684,90,696,677,88.26,60.08,16.51,283.37,stable,85,508,435,false,40.3,on_track,sample_text_7968,2025-12-03T00:54:28.039Z,2026-03-15T13:54:08.124Z,2026-01-08T09:14:09.925Z,2025-11-03T03:40:27.778Z,2025-12-07T19:38:14.309Z,2026-01-17T12:36:42.273Z
e14c3c95-d9c3-4f86-5f10-5ccb91bb62f7,c9e85a3d-88f7-4ead-d63e-86c9e54e124f,545d1106-2b34-4e12-24da-7673253ca1d7,2de16969-104d-43a0-bfd9-fe690d9d6eac,236.52,572,421,335,452,864,525,838,611,540,62.94,96.17,21.95,741.25,stable,244,227,141,false,82.78,not_started,sample_text_2973,2026-02-06T01:07:11.902Z,2025-04-21T10:07:41.231Z,2026-01-01T20:24:19.843Z,2025-11-28T23:47:55.113Z,2025-07-18T17:10:07.159Z,2025-10-10T05:15:36.191Z
191ccf11-127f-440d-5810-4f07a4b78236,90bb83ca-2bb7-45da-7fea-80080434dbd5,1eca3985-996e-497f-4644-294968d742b8,0519f110-4080-47f1-0e4d-53c0e3b18659,795.02,341,372,954,909,46,28,309,620,733,99.25,28.06,6.49,541.85,improving,437,864,807,false,2.56,completed,sample_text_9915,2026-03-15T00:17:19.707Z,2025-05-19T01:08:50.187Z,2025-11-17T10:45:07.874Z,2025-07-20T16:07:55.734Z,2025-09-07T09:13:31.300Z,2025-05-21T14:50:31.767Z
d7ffa450-c231-48c0-3491-82f365e5a34b,7b01d302-0a70-4c31-f833-da69c718f73d,fecc715c-91cf-4144-4e6d-27d53565cfa5,974aa30d-547e-4e21-86d6-1f3c34623f7f,421.21,383,479,613,474,266,703,707,373,837,26.17,84.56,62.75,927.07,improving,994,691,461,true,91.92,completed,sample_text_1169,2025-09-24T21:30:04.589Z,2026-04-05T14:28:30.895Z,2025-07-31T22:13:07.772Z,2026-01-08T03:24:06.516Z,2026-03-05T02:47:48.873Z,2025-08-07T05:42:20.111Z
bf69f879-0112-4ba0-683d-c99c8e4d8c51,1797da59-3197-4d22-4628-5686cdfac972,545d1106-2b34-4e12-24da-7673253ca1d7,12c936b7-76a2-4244-3342-f64b193771af,243.54,167,775,442,944,106,326,765,535,840,97.39,7.74,52.84,833.94,stable,474,352,376,true,88.7,not_started,sample_text_2289,2025-11-01T01:46:11.745Z,2025-11-30T16:46:28.785Z,2025-11-12T00:32:38.944Z,2026-01-08T08:08:02.208Z,2025-04-17T16:57:07.748Z,2026-02-20T14:24:01.764Z
f1a8cd09-6ec4-4e6c-3469-4bdc75206246,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,e536d26c-1212-499f-3401-979cc6978147,4f78a299-95cc-4ebc-45f5-de09ee40e0da,856.63,352,11,990,919,122,767,550,469,393,40.89,55.06,56.39,259.3,declining,662,908,129,true,19.32,on_track,sample_text_138,2026-01-24T02:11:28.389Z,2026-03-16T12:01:35.785Z,2025-07-20T17:17:12.145Z,2025-07-13T07:40:26.782Z,2026-01-06T23:59:32.776Z,2025-09-10T01:20:48.293Z
bd0f0fe6-45b0-468c-10a5-e2e74644bc35,c9e85a3d-88f7-4ead-d63e-86c9e54e124f,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,25984c0e-a7ff-4156-822e-ec2fb55f198a,186.76,4,595,689,180,754,374,592,20,992,6.81,11.47,50.7,835.23,improving,759,922,429,false,16.93,discontinued,sample_text_2309,2025-12-18T12:15:16.578Z,2025-06-21T06:32:51.063Z,2026-01-31T13:01:48.274Z,2026-02-28T07:28:55.223Z,2025-09-17T02:58:07.621Z,2026-02-23T22:50:38.183Z
